,sentence,topic,sentiment,tokens,dataset
6772,"thầy vui tính , dễ gần , cởi mở , nhiệt tình , năng nổ .",0,2,"['thầy', 'vui_tính', 'cởi_mở', 'nhiệt_tình', 'năng_nổ']",train
6773,sử dụng song ngữ nên dễ hiểu .,0,2,['song_ngữ'],train
6774,phải đầu tư thêm trang thiết bị cho phòng thực hành .,2,0,"['đầu_tư', 'trang', 'thiết_bị', 'phòng', 'thực_hành']",train
6775,cô dạy nhiệt tình .,0,2,"['dạy', 'nhiệt_tình']",train
6776,"phòng học nhỏ , không đủ máy , không kết nối mạng trong khi đây là phòng thực hành của khoa mạng máy tính .",2,0,"['phòng', 'học', 'máy', 'kết_nối_mạng', 'phòng', 'thực_hành', 'khoa', 'mạng', 'máy_tính']",train
6777,giảng viên rất hay .,0,2,['giảng_viên'],train
6778,"giảng viên giảng dạy có sự lôi cuốn , dễ hiểu , truyền đạt kiến thức tốt .",0,2,"['giảng_viên', 'giảng_dạy', 'lôi_cuốn', 'truyền_đạt', 'kiến_thức']",train
6779,trợ giảng dạy không hiểu gì .,0,0,['trợ_giảng_dạy'],train
6780,nội dung bài học và thời gian giảng dạy được đảm bảo .,1,2,"['nội_dung', 'bài_học', 'giảng_dạy']",train
6781,thầy dạy chán buồn ngủ .,0,0,"['thầy', 'dạy', 'chán', 'buồn_ngủ']",train
6782,"vui vẻ , tận tình .",0,2,"['vui_vẻ', 'tận_tình']",train
6783,tránh lãng phí thời gian làm bài cũng như học tập .,1,0,"['lãng_phí', 'học_tập']",train
6784,"thầy rất bận , hay quên .",0,0,"['thầy', 'bận', 'quên']",train
6785,"giảng viên nhiệt tình , bài tập đa dạng , phương pháp học thú vị .",0,2,"['giảng_viên', 'nhiệt_tình', 'bài_tập', 'đa_dạng', 'phương_pháp', 'học', 'thú_vị']",train
6786,cô dạy hay nhiệt huyết tiết học vui nhộn dễ hiểu .,0,2,"['dạy', 'nhiệt_huyết', 'tiết', 'học', 'vui_nhộn']",train
6787,giảng viên tạo sự thu hút đối với sinh viên .,0,2,"['giảng_viên', 'thu_hút', 'sinh_viên']",train
6788,"tăng cường trải nghiệm thực tế qua doubledot code , mô hình , chu trình phát triển game .",1,0,"['tăng_cường', 'trải', 'nghiệm', 'doubledot', 'code', 'mô_hình', 'chu_trình', 'phát_triển', 'game']",train
6789,cô dạy khá tốt .,0,2,['dạy'],train
6790,giảng rất nhiệt tình .,0,2,"['giảng', 'nhiệt_tình']",train
6791,"nên cho sinh viên làm nhiều bài tập , từ đơn giản đến phức tạp để hiểu hết môn học .",1,0,"['sinh_viên', 'bài_tập', 'đơn_giản', 'phức_tạp', 'môn_học']",train
6792,"nhiệt tình , vui tính , hòa đồng , dễ gần gũi .",0,2,"['nhiệt_tình', 'vui_tính', 'hòa', 'đồng', 'gần_gũi']",train
6793,nhiệt tình trong công tác dạy học .,0,2,"['nhiệt_tình', 'công_tác', 'dạy_học']",train
6794,do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,1,0,"['thời_hạn', 'có_hạn', 'sinh_viên', 'đi', 'học', 'giảng_viên', 'sinh_viên']",train
6795,thầy dạy rất tốt và trả lời các câu hỏi của sinh viên rất nhanh và chính xác .,0,2,"['thầy', 'dạy', 'trả_lời', 'câu', 'sinh_viên', 'chính_xác']",train
6796,"thầy hiền , dễ tính .",0,2,"['thầy', 'hiền', 'dễ_tính']",train
6797,các kiến thức về môn này nói chung thì em rất thích nhưng khi bắt đầu lớp học thì không giống như em nghĩ .,1,0,"['kiến_thức', 'môn', 'lớp_học']",train
6798,mong được là học trò của thầy nhiều hơn ạ .,0,2,"['mong', 'học_trò', 'thầy']",train
6799,thầy wzjwz114 nên quan tâm tất cả học sinh hơn chút nữa !,0,0,"['thầy', 'wzjwz114', 'học_sinh', 'chút']",train
6800,code demo hơi khó hiểu .,0,0,"['code', 'demo', 'hơi']",train
6801,thầy tốt .,0,2,['thầy'],train
6802,"cách tính học phí đối với môn thực hành không được rõ ràng và minh bạch , trong khi học thực hành sinh viên hầu như không sử dụng máy tính của trường và kiến thức học được từ giảng viên là rất ít so với học lý thuyết .",1,0,"['học_phí', 'môn', 'thực_hành', 'rõ_ràng', 'minh_bạch', 'học', 'thực_hành', 'sinh_viên', 'hầu_như', 'máy_tính', 'trường', 'kiến_thức', 'học', 'giảng_viên', 'học', 'lý_thuyết']",train
6803,"thầy rất nhiệt tình , hướng dẫn thực hành kỹ càng .",0,2,"['thầy', 'nhiệt_tình', 'hướng_dẫn', 'thực_hành', 'kỹ_càng']",train
6804,mức độ quan tâm học sinh rất cao .,3,2,"['mức_độ', 'học_sinh']",train
6805,"rồi trong thời gian sinh viên báo cáo thì không lắng nghe và góp ý , mà hỏi những câu ví dụ như doubledot "" chỉ có vậy thôi hả ? còn gì nữa không ? dotdotdot "" .",0,0,"['sinh_viên', 'báo_cáo', 'lắng_nghe', 'góp_ý', 'câu', 'ví_dụ', 'doubledot', 'hả', 'dotdotdot']",train
6806,"thầy hơi khắc khe , nhưng đây không ghép hoàn toàn vào mục này .",0,0,"['thầy', 'hơi', 'khắc', 'khe', 'ghép', 'mục']",train
6807,"về đồ án môn học này , giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty , trung tâm thương mại .",1,0,"['đồ_án', 'môn_học', 'giảng_viên', 'thiết_kế', 'kiến_trúc', 'tòa', 'công_ty', 'trung_tâm', 'thương_mại']",train
6808,cần nâng cao công tác giảng dạy .,1,0,"['nâng', 'công_tác', 'giảng_dạy']",train
6809,theo em môn này nên chuyển sang hình thức đồ án cuối kỳ thay vì thi cuối kỳ thì sẽ hợp lý và hiệu quả hơn .,1,0,"['môn', 'hình_thức', 'đồ_án', 'kỳ', 'thay_vì', 'thi', 'kỳ', 'hợp_lý', 'hiệu_quả']",train
6810,giảng viên giải thích một số ví dụ mẫu chưa rõ ràng .,0,0,"['giảng_viên', 'giải_thích', 'ví_dụ', 'mẫu', 'rõ_ràng']",train
6811,"thầy dạy nhiệt tình và thoải mái với sinh viên , hỗ trợ sinh viên rèn luyện các kỹ năng mềm .",0,2,"['thầy', 'dạy', 'nhiệt_tình', 'thoải_mái', 'sinh_viên', 'sinh_viên', 'rèn_luyện', 'kỹ_năng', 'mềm']",train
6812,giảng viên dạy có nhiều tiết học khá thú vị và thực tế .,0,2,"['giảng_viên', 'dạy', 'tiết', 'học', 'thú_vị']",train
6813,thầy giảng bài khá dễ hiểu .,0,2,"['thầy', 'giảng']",train
6814,thầy hơi khó tính .,0,0,"['thầy', 'hơi', 'khó_tính']",train
6815,cần hướng dẫn tụi em nhiều hơn .,0,0,"['hướng_dẫn', 'tụi']",train
6816,lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .,1,0,"['lớp', 'trưởng', 'quản_lý', '19', '20', 'lớp', 'đòi_hỏi', 'lớp', 'trưởng', 'kiến_thức', 'trách_nhiệm']",train
6817,"chấm điểm dựa trên mức độ thấu hiểu bài , hay đưa ra lời khuyên hữu ích .",1,2,"['chấm', 'dựa', 'mức_độ', 'thấu_hiểu', 'khuyên', 'hữu_ích']",train
6818,không nhiệt tình với sinh viên .,0,0,"['nhiệt_tình', 'sinh_viên']",train
6819,hi vọng cô có thể giảng dạy lý thuyết xen kẽ với bài tập trong mỗi buổi học để giúp sinh viên hiểu rõ vấn đề cần nắm hơn .,0,0,"['hi_vọng', 'giảng_dạy', 'lý_thuyết', 'xen_kẽ', 'bài_tập', 'học', 'giúp', 'sinh_viên', 'nắm']",train
6820,"giảng viên rất nhiệt tình thậm chí dạy lố giờ , dư buổi nhưng vẫn không đảm bảo đủ số bài của chương trình học , không giảng giải bài học một cách rõ ràng , khi dạy chỉ mở slide và đọc tất cả những gì trên slide bài giảng nhưng không giảng thêm gì nhiều hoặc nếu có giảng thêm thì cũng khá khó hiểu , khi sinh viên hỏi lại thì thường chỉ nói lại những gì đã nói lần trước mà không giảng thêm để sinh viên có thể hiểu được bài , slide bài giảng được chuẩn bị sơ sài và có nhiều sai sót , giảng viên thường xuyên ra ngoài nghe điện thoại , ăn , hút thuốc trong giờ dạy , thường xuyên dạy các kiến thức nâng cao trong khi sinh viên chưa hiểu hết kiến thức cơ bản , thường hay nói chuyện nặng lời với sinh viên trong lớp .",0,0,"['giảng_viên', 'nhiệt_tình', 'dạy', 'lố', 'dư', 'chương_trình', 'học', 'giảng_giải', 'bài_học', 'rõ_ràng', 'dạy', 'slide', 'đọc', 'slide', 'giảng', 'giảng', 'giảng', 'sinh_viên', 'giảng', 'sinh_viên', 'slide', 'giảng', 'sơ_sài', 'sai_sót', 'giảng_viên', 'thường_xuyên', 'điện_thoại', 'hút', 'thuốc', 'dạy', 'thường_xuyên', 'dạy', 'kiến_thức', 'nâng', 'sinh_viên', 'kiến_thức', 'cơ_bản', 'nói_chuyện', 'nặng_lời', 'sinh_viên', 'lớp']",train
6821,thực hành đi trước lý thuyết nên gây ra một số khó khăn cho sinh viên .,1,0,"['thực_hành', 'đi', 'lý_thuyết', 'sinh_viên']",train
6822,chuẩn bị bài giảng kỹ càng .,0,2,"['giảng', 'kỹ_càng']",train
6823,cần phải có liên hệ thực tiễn trong quá trình giảng dạy để tạo sự ham thích cho người học .,0,0,"['liên_hệ', 'thực_tiễn', 'giảng_dạy', 'ham_thích', 'học']",train
6824,"dễ hiểu với mọi thể loại học sinh yếu , trung bình , khá .",0,2,"['thể_loại', 'học_sinh', 'yếu', 'trung_bình']",train
6825,"áp dụng những kiến thức ngoài xã hội , thực tiễn để giảng dạy vào bài học chứ không nhất thiết phải dạy theo một giáo trình cụ thể nào đó .",0,2,"['áp_dụng', 'kiến_thức', 'xã_hội', 'thực_tiễn', 'giảng_dạy', 'bài_học', 'dạy', 'giáo_trình']",train
6826,thầy có chỉ dẫn kỹ càng nhưng do kiến thức môn học quá nhàm chán gây ra đa số sinh viên trong lớp hay cúp học .,0,0,"['thầy', 'chỉ_dẫn', 'kỹ_càng', 'kiến_thức', 'môn_học', 'nhàm_chán', 'đa_số', 'sinh_viên', 'lớp', 'cúp', 'học']",train
6827,"dạy nghiêm túc , vui .",0,2,"['dạy', 'nghiêm_túc', 'vui']",train
6828,"đề cuối kỳ ra khá dở , trong khi java có nhiều cái hay thì không ra .",0,0,"['đề', 'kỳ', 'dở', 'java']",train
6829,dạy nhiệt tình giúp đỡ sinh viên nhiệt tình trong giờ học và chỉ bài tận tình .,0,2,"['dạy', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'nhiệt_tình', 'học', 'tận_tình']",train
6830,"thầy wzjwz268 không truyền đạt những kiến thức cần thiết quan trọng mà trình bày nhiều thứ , cũng có thể là do đặt tính môn học .",0,0,"['thầy', 'wzjwz268', 'truyền_đạt', 'kiến_thức', 'cần_thiết', 'trình_bày', 'môn_học']",train
6831,"phòng học , bàn ghế còn bẩn và nhiều bụi bặm .",2,0,"['phòng', 'học', 'bàn', 'ghế', 'bẩn', 'bụi_bặm']",train
6832,cô giảng hay .,0,2,['giảng'],train
6833,"giáo viên dạy dễ hiểu , hướng dẫn và cho kiểm tra phù hợp với chương trình .",0,2,"['giáo_viên', 'dạy', 'hướng_dẫn', 'kiểm_tra', 'chương_trình']",train
6834,"hơn nữa , môn học cần có sự sáng tạo tư duy để sinh viên có thể dễ dàng tiếp cận và vận động sự sáng tạo cũng như khả năng vốn có của mỗi sinh viên .",1,0,"['môn_học', 'sáng_tạo', 'tư_duy', 'sinh_viên', 'dễ_dàng', 'tiếp_cận', 'vận_động', 'sáng_tạo', 'khả_năng', 'vốn', 'sinh_viên']",train
6835,"giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan .",0,0,"['giảng_viên', 'dạy', 'nhạt', 'chán', 'giọng', 'khô_khan']",train
6836,em nghĩ kiểm tra đánh giá môn này bằng hình thức làm đồ án báo cáo sẽ hợp lý hơn là thi trên giấy .,1,0,"['kiểm_tra', 'môn', 'hình_thức', 'đồ_án', 'báo_cáo', 'hợp_lý', 'thi', 'giấy']",train
6837,dạy khó colonsmile .,0,0,"['dạy', 'colonsmile']",train
6838,"nhiệt tình , cởi mở .",0,2,"['nhiệt_tình', 'cởi_mở']",train
6839,các máy tính trong phòng lab nên cài đặt thêm phần mềm android studio để phục vụ việc thực hành môn này .,2,0,"['máy_tính', 'phòng', 'lab', 'cài_đặt', 'phần_mềm', 'android', 'studio', 'phục_vụ_việc', 'thực_hành', 'môn']",train
6840,giảng viên giúp sinh viên xác định rõ ràng mục đích học tập .,0,2,"['giảng_viên', 'giúp', 'sinh_viên', 'xác_định', 'rõ_ràng', 'mục_đích', 'học_tập']",train
6841,môn học này quá tải .,1,0,"['môn_học', 'quá_tải']",train
6842,"cô dạy quá hay quá xuất sắc , rất tâm huyết với nghề , cô nghỉ ngày nào sẽ bù ngày đó nhiều lúc còn bù thêm , cô chỉ rất cặn kẽ những vấn đề cần thiết .",0,2,"['dạy', 'xuất_sắc', 'tâm_huyết', 'nghề', 'nghỉ', 'bù', 'bù', 'cặn_kẽ', 'cần_thiết']",train
6843,"giảng viên nhiệt tình , có truyền đạt kiến thức và kinh nghiệm thực tế .",0,2,"['giảng_viên', 'nhiệt_tình', 'truyền_đạt', 'kiến_thức', 'kinh_nghiệm']",train
6844,"giờ giảng dạy của thầy đa số là thầy đọc , giọng nói thầy đều đều làm đa số mọi người rất buồn ngủ .",0,0,"['giảng_dạy', 'thầy', 'đa_số', 'thầy', 'đọc', 'giọng', 'thầy', 'đa_số', 'buồn_ngủ']",train
6845,giảng viên nhiệt tính tâm huyết .,0,2,"['giảng_viên', 'nhiệt', 'tâm_huyết']",train
6846,thầy dạy rất thoải mái .,0,2,"['thầy', 'dạy', 'thoải_mái']",train
6847,sáo rỗng .,3,0,['sáo_rỗng'],train
6848,cần cho nhiều ví dụ trên lớp hơn .,0,0,"['ví_dụ', 'lớp']",train
6849,thầy rất giỏi và nhiệt tình .,0,2,"['thầy', 'giỏi', 'nhiệt_tình']",train
6850,thầy cần có tương tác với sinh viên qua mail hay moodle vì có đôi lúc có thắc mắc nhưng thầy không phản hồi .,0,0,"['thầy', 'tương_tác', 'sinh_viên', 'mail', 'moodle', 'đôi', 'thắc_mắc', 'thầy', 'phản_hồi']",train
6851,giảng viên nên hướng dẫn thêm nhiều bài tập và tận dụng thời gian nhiều hơn vì môn này cần những bài tập mẫu để sinh viên dễ nắm kiến thức hơn .,0,0,"['giảng_viên', 'hướng_dẫn', 'bài_tập', 'tận_dụng', 'môn', 'bài_tập', 'mẫu', 'sinh_viên', 'nắm', 'kiến_thức']",train
6852,truyền đạt rất nhiều kiến thức thực tế bổ ích .,0,2,"['truyền_đạt', 'kiến_thức', 'bổ_ích']",train
6853,cần thêm nhiêu bài tập thực tế .,1,0,"['nhiêu', 'bài_tập']",train
6854,"thầy còn hướng dẫn các kỹ năng thuyết trình , học tiếng anh chuyên ngành , làm báo cáo , slide .",0,2,"['thầy', 'hướng_dẫn', 'kỹ_năng', 'thuyết_trình', 'học', 'tiếng', 'chuyên_ngành', 'báo_cáo', 'slide']",train
6855,"cô vui vẻ , nhiệt tình .",3,2,"['vui_vẻ', 'nhiệt_tình']",train
6856,phong cách giảng bài của thầy rất gần gũi với sinh viên !,0,2,"['phong_cách', 'giảng', 'thầy', 'gần_gũi', 'sinh_viên']",train
6857,"phòng lab thực hành khá cũ , nhiều máy hư gây khó khăn cho sinh viên khi thực hành .",2,0,"['phòng', 'lab', 'thực_hành', 'cũ', 'máy', 'hư', 'sinh_viên', 'thực_hành']",train
6858,chất lượng kiểm tra các môn học chưa đánh giá được chất lượng học sinh hiểu bài cho lắm .,1,0,"['chất_lượng', 'kiểm_tra', 'môn_học', 'chất_lượng', 'học_sinh', 'lắm']",train
6859,cách giảng dạy của thầy còn nhiều khó hiểu .,0,0,"['giảng_dạy', 'thầy']",train
6860,"thầy cho làm rất thực tế , rất hữu ích đối với sinh viên , giúp sinh viên tự tìm tòi rất nhiều , nhiều hơn so với việc dạy lý thuyết nhàm chán .",0,2,"['thầy', 'hữu_ích', 'sinh_viên', 'giúp', 'sinh_viên', 'tìm_tòi', 'dạy', 'lý_thuyết', 'nhàm_chán']",train
6861,"cô dạy hơi nhanh , nhiều sinh viên không hiểu hết vấn đề .",0,0,"['dạy', 'hơi', 'sinh_viên']",train
6862,"giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .",0,0,"['giảng_viên', 'thực_hành', 'lý_thuyết', 'đỗ', 'lỗi', 'chậm_trễ', 'bàn_giao', 'tài_liệu', 'công_cụ', 'thực_hành']",train
6863,"giảng viên tận tâm , nhiệt tình , bài giảng khá kỹ .",0,2,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'giảng', 'kỹ']",train
6864,toàn đến gần thi thầy mới dạy hết chương trình học .,0,0,"['toàn', 'thi', 'thầy', 'dạy', 'chương_trình', 'học']",train
6865,"thầy siêu dễ thương , dạy có tâm .",0,2,"['thầy', 'siêu', 'dễ_thương', 'dạy', 'tâm']",train
6866,"buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ .",0,0,"['góp_ý', 'hoàn_chỉnh', 'đồ_án', 'thầy', 'sơ_sài', 'chỗ', 'sai', 'chính_thức', 'thầy', 'chấm', 'kỹ']",train
6867,đôi khi quá nghiêm khắc .,0,0,"['đôi_khi', 'nghiêm_khắc']",train
