sentence,topic,sentiment,dataset,tokens
nghỉ học thường xuyên .,0,0,train,"['nghỉ', 'học', 'thường_xuyên']"
"thầy giảng chi tiết , dễ hiểu .",0,2,train,"['thầy', 'giảng', 'chi_tiết']"
môn này giải bài tập khá nhiều và khó .,1,0,train,"['môn', 'giải', 'bài_tập']"
"nên có các buổi ra ngoài tiếp xúc ví dụ như quận 1 có các người nước ngoài , trung tâm văn hóa thanh niên có câu lạc bộ tiếng anh .",1,0,train,"['tiếp_xúc', 'ví_dụ', '1', 'nước_ngoài', 'trung_tâm', 'văn_hóa', 'thanh_niên', 'câu', 'lạc_bộ', 'tiếng']"
"những thiết bị phục vụ cho việc giảng dạy cần được trang bị tốt hơn , ví dụ như máy chiếu hơi bị mờ , các bạn ngồi ở phía sau không thấy , phòng học chỉ có 2 cái phạt , rất nóng nực vào mùa hè .",2,0,train,"['thiết_bị', 'phục_vụ', 'giảng_dạy', 'trang_bị', 'ví_dụ', 'máy_chiếu', 'hơi', 'mờ', 'phòng', 'học', '2', 'phạt', 'nóng_nực', 'mùa', 'hè']"
giảng viên còn vắng nhiều buổi và thông báo vắng chưa hợp lý .,0,0,train,"['giảng_viên', 'vắng', 'thông_báo', 'vắng', 'hợp_lý']"
"giảng bài chi tiết , cụ thể .",0,2,train,"['giảng', 'chi_tiết']"
"cô dạy tâm huyết , giảng dạy nhiệt tình , tương tác nhiều với sinh viên .",0,2,train,"['dạy', 'tâm_huyết', 'giảng_dạy', 'nhiệt_tình', 'tương_tác', 'sinh_viên']"
nên có hướng dẫn chi tiết hơn .,0,0,train,"['hướng_dẫn', 'chi_tiết']"
"thầy có hơi khó khăn trong phần điểm danh , vài lần em vào trễ nhưng không được thầy điểm danh .",0,0,train,"['thầy', 'hơi', 'điểm_danh', 'trễ', 'thầy', 'điểm_danh']"
giáo viên tận tâm và nhiệt tình .,0,2,train,"['giáo_viên', 'tận_tâm', 'nhiệt_tình']"
"giờ thực hành hầu như không dạy được gì , nên lúc đầu em thường ra sớm và sau đó không vào lớp thực hành .",1,0,train,"['thực_hành', 'hầu_như', 'dạy', 'đầu', 'lớp', 'thực_hành']"
các ví dụ dễ hiểu dễ áp dụng .,0,2,train,"['ví_dụ', 'áp_dụng']"
giảng viên có nhiều bài tập giúp sinh viên nắm rõ bài và có thể áp dụng vào thực tế .,0,2,train,"['giảng_viên', 'bài_tập', 'giúp', 'sinh_viên', 'nắm', 'áp_dụng']"
chia sẻ nhiều câu chuyện thú vị .,0,2,train,"['câu_chuyện', 'thú_vị']"
hướng dẫn cách tiếp cận bài mới khó hiểu .,0,0,train,"['hướng_dẫn', 'tiếp_cận']"
vì lịch thực hành không được sắp xếp từ đầu dẫn đến trùng giờ với môn khác .,1,0,train,"['lịch', 'thực_hành', 'sắp_xếp', 'đầu', 'trùng', 'môn']"
"thầy dạy khá hay và dễ hiểu , thầy vui tính , thầy đặt ra nhiều vấn đề hay cho học sinh em xin cảm ơn .",0,2,train,"['thầy', 'dạy', 'thầy', 'vui_tính', 'thầy', 'học_sinh']"
"giảng viên chuẩn bị bài giảng đầy đủ , giảng hay .",0,2,train,"['giảng_viên', 'giảng', 'đầy_đủ', 'giảng']"
"thầy rất tâm huyết , nhiệt tình và vui vẻ hòa đồng với sinh viên .",0,2,train,"['thầy', 'tâm_huyết', 'nhiệt_tình', 'vui_vẻ', 'hòa', 'đồng', 'sinh_viên']"
nhiều khi giải đáp còn khó hiểu .,0,0,train,['giải_đáp']
em không hề thấy thầy đứng lớp .,0,0,train,"['hề', 'thầy', 'đứng', 'lớp']"
"thầy dạy nhiệt tình , giảng rất chi tiết từ lý thuyết đến thực hành .",0,2,train,"['thầy', 'dạy', 'nhiệt_tình', 'giảng', 'chi_tiết', 'lý_thuyết', 'thực_hành']"
"giảng đường ngột ngạt và nóng nực , từ tiết 2 trở đi thì rất khó tập trung học .",2,0,train,"['giảng_đường', 'ngột_ngạt', 'nóng_nực', 'tiết', '2', 'trở_đi', 'tập_trung_học']"
thầy có tâm trong việc truyền đạt cho sinh viên .,0,2,train,"['thầy', 'tâm', 'truyền_đạt', 'sinh_viên']"
cần phương pháp học môn này .,1,0,train,"['phương_pháp', 'học', 'môn']"
"cô giảng nhiệt tình , chỉ bài cho tụi em thì lại tới chỗ .",0,2,train,"['giảng', 'nhiệt_tình', 'tụi', 'chỗ']"
thầy rất tận tâm và truyền đạt kiến thức rất tốt colonsmile .,0,2,train,"['thầy', 'tận_tâm', 'truyền_đạt', 'kiến_thức', 'colonsmile']"
"giảng viên cho sinh viên thực hiện một dự án thực tế ngoài nội dung môn học , với mục tiêu áp dụng quy trình scrum .",0,1,train,"['giảng_viên', 'sinh_viên', 'dự_án', 'nội_dung', 'môn_học', 'mục_tiêu', 'áp_dụng', 'quy_trình', 'scrum']"
"giáo viên thân thiện và tích cực , đảm bảo nội dung học tập .",0,2,train,"['giáo_viên', 'thân_thiện', 'tích_cực', 'nội_dung', 'học_tập']"
"giảng viên tận tâm , nhiệt tình đối với sinh viên .",0,2,train,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'sinh_viên']"
tập trung làm nổi bật ý nghĩa và mục tiêu môn học .,0,0,train,"['nổi_bật', 'ý_nghĩa', 'mục_tiêu', 'môn_học']"
nội dung giảng dạy của cô còn sơ sài .,0,0,train,"['nội_dung', 'giảng_dạy', 'sơ_sài']"
bài giảng cần rõ ràng hơn .,1,0,train,"['giảng', 'rõ_ràng']"
có cho lên bảng làm bài tập .,0,1,train,"['bảng', 'bài_tập']"
"phòng thực hành cơ bản của trường còn quá kém , vậy tăng học phí đầu năm để làm gì .",2,0,train,"['phòng', 'thực_hành', 'cơ_bản', 'trường', 'kém', 'học_phí', 'đầu']"
đề thực hành cho xa rời với lý thuyết rất nhiều những phần lý thuyết chưa học thực hành đã bắt nộp bài rồi .,1,0,train,"['đề', 'thực_hành', 'xa_rời', 'lý_thuyết', 'lý_thuyết', 'học', 'thực_hành', 'bắt', 'nộp']"
tạo tính chủ động cho sinh viên trong học tập .,1,2,train,"['chủ_động', 'sinh_viên', 'học_tập']"
nhìn chung tạo được cảm hứng rất nhiều cho sinh viên học tập hiệu quả .,0,2,train,"['cảm_hứng', 'sinh_viên', 'học_tập', 'hiệu_quả']"
giảng viên dạy nhiệt tình vui vẻ .,0,2,train,"['giảng_viên', 'dạy', 'nhiệt_tình', 'vui_vẻ']"
không gặp giảng viên được một lần nào .,0,0,train,['giảng_viên']
"giáo viên nói hơi nhỏ , khó nghe .",0,0,train,"['giáo_viên', 'hơi']"
thầy dạy không có tương tác nhiều .,0,0,train,"['thầy', 'dạy', 'tương_tác']"
"dạy hơi nhanh , sinh viên khó theo kịp .",0,0,train,"['dạy', 'hơi', 'sinh_viên', 'kịp']"
không nên sử dụng thực hành hình thức 2 .,1,0,train,"['thực_hành', 'hình_thức', '2']"
"dạy máy móc , thiếu thực tế .",0,0,train,"['dạy', 'máy_móc']"
chủ đề học thường lan man .,1,0,train,"['chủ_đề', 'học', 'lan_man']"
"giảng viên giảng dạy hay , dễ hiểu , nhiệt tình .",0,2,train,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình']"
"cô rất nhiệt tình , vui tính , khả năng truyền đạt tốt , luôn tạo cảm giác thoải mái trong giờ học , khá vui tính , hòa đồng , cung cấp những kiến thức rất bổ ích .",0,2,train,"['nhiệt_tình', 'vui_tính', 'khả_năng', 'truyền_đạt', 'cảm_giác', 'thoải_mái', 'học', 'vui_tính', 'hòa', 'đồng', 'cung_cấp', 'kiến_thức', 'bổ_ích']"
"thường xuyên vào lớp muộn , 8h mới vào tới lớp .",0,0,train,"['thường_xuyên', 'lớp', 'muộn', '8h', 'lớp']"
phần bài làm trên moodle có nhiều sai sót gây ảnh hưởng đến điểm chuyên cần .,1,0,train,"['bài_làm', 'moodle', 'sai_sót', 'ảnh_hưởng', 'chuyên_cần']"
"thầy hay cho nghỉ , rồi lại thông báo đi học bù , nhiều khi làm lỡ thời gian của sinh viên .",0,0,train,"['thầy', 'nghỉ', 'thông_báo', 'đi', 'học', 'bù', 'lỡ', 'sinh_viên']"
thái độ hơi khó chịu với sinh viên .,0,0,train,"['thái_độ', 'hơi', 'khó_chịu', 'sinh_viên']"
mang tiếng phòng lab của một khoa mà không bằng phòng lab thực hành cơ bản .,2,0,train,"['mang_tiếng', 'phòng', 'lab', 'khoa', 'phòng', 'lab', 'thực_hành', 'cơ_bản']"
thầy dạy dễ hiểu nhưng còn chưa cho nhiều bài tập .,0,0,train,"['thầy', 'dạy', 'bài_tập']"
giúp đỡ tận tình sinh viên .,0,2,train,"['giúp_đỡ', 'tận_tình', 'sinh_viên']"
"thầy dạy hay , vui tính , hiểu tâm lý sinh viên , thích thầy nhất .",0,2,train,"['thầy', 'dạy', 'vui_tính', 'tâm_lý', 'sinh_viên', 'thầy']"
phần chấm bài của giảng viên chỉ có nhắm vào các bạn thuộc bài .,0,0,train,"['chấm', 'giảng_viên', 'nhắm']"
chưa có .,3,1,train,[]
luyện giao tiếp tốt .,0,2,train,"['luyện', 'giao_tiếp']"
thầy không tổ chức đủ 3 buổi họp lớp ( chỉ được 1 buổi ) và sau buổi đó thì biệt tích đến gần cuối học kỳ sinh viên gửi mail thì trả lời rất trễ thậm chí một số sinh viên không được trả lời .,0,0,train,"['thầy', 'tổ_chức', '3', 'họp', 'lớp', '1', 'biệt_tích', 'học_kỳ', 'sinh_viên', 'gửi', 'mail', 'trả_lời', 'trễ', 'sinh_viên', 'trả_lời']"
"thầy đến lớp đúng giờ , tận tâm .",0,2,train,"['thầy', 'lớp', 'tận_tâm']"
giáo viên tới ngày cuối cung mới dạy nội dung thi nên nếu có việc bận không học bù được .,0,0,train,"['giáo_viên', 'cung', 'dạy', 'nội_dung', 'thi', 'bận', 'học', 'bù']"
giảng viên nhiệt tình và giúp sinh viên hiểu thêm nhiều kiến thức .,0,2,train,"['giảng_viên', 'nhiệt_tình', 'giúp', 'sinh_viên', 'kiến_thức']"
"vừa giúp cho bọn em nắm chắc kiến thức về môn học , vừa giúp bọn em tự tin hơn về kỹ năng cá nhân của mình .",3,2,train,"['giúp', 'bọn', 'nắm', 'kiến_thức', 'môn_học', 'giúp', 'bọn', 'tự_tin', 'kỹ_năng']"
kiến thức được trình bày đầy đủ và dễ hiểu .,0,2,train,"['kiến_thức', 'trình_bày', 'đầy_đủ']"
giảng dạy dễ hiểu và tích cực trong tiết học .,0,2,train,"['giảng_dạy', 'tích_cực', 'tiết', 'học']"
giảm số lượng sinh viên fraction lớp .,1,0,train,"['số_lượng', 'sinh_viên', 'fraction', 'lớp']"
"rất hài lòng , thầy dạy khá hay , cũng rất vui trong lúc học .",0,2,train,"['hài_lòng', 'thầy', 'dạy', 'vui', 'học']"
nội dung giảng dạy còn mơ hồ .,0,0,train,"['nội_dung', 'giảng_dạy', 'mơ_hồ']"
"cơ sở vật chất nên cải thiện , nên có nhiều thực hành bổ ích hơn nữa , em xin cảm ơn .",2,0,train,"['cơ_sở', 'vật_chất', 'cải_thiện', 'thực_hành', 'bổ_ích']"
kiến thức cơ sở vững chắc .,1,2,train,"['kiến_thức', 'cơ_sở', 'vững_chắc']"
không đảm bảo đúng thời gian dạy học .,1,0,train,['dạy_học']
"giảng viên nhiệt tình giảng dạy , luôn đúng giờ , luôn giúp đỡ sinh viên .",0,2,train,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy', 'giúp_đỡ', 'sinh_viên']"
"hiểu biết rõ hơn về các ngành học trong trường , được gặp những giáo viên hướng dẫn giỏi từ các khoa khác nhau .",3,2,train,"['hiểu_biết', 'ngành', 'học', 'trường', 'giáo_viên', 'hướng_dẫn', 'giỏi', 'khoa']"
"nhiệt tình , trình bày dễ hiểu , giúp đỡ sinh viên .",0,2,train,"['nhiệt_tình', 'trình_bày', 'giúp_đỡ', 'sinh_viên']"
"giảng dạy dễ hiểu , linh hoạt .",0,2,train,"['giảng_dạy', 'linh_hoạt']"
đèn và quạt .,2,1,train,"['đèn', 'quạt']"
thầy giảng bài hay và rất dễ hiểu .,0,2,train,"['thầy', 'giảng']"
"cô nhiệt tình , chu đáo .",0,2,train,"['nhiệt_tình', 'chu_đáo']"
"giảng viên rất nhiệt tình , đúng giờ và nghiêm túc trong giảng dạy .",0,2,train,"['giảng_viên', 'nhiệt_tình', 'nghiêm_túc', 'giảng_dạy']"
giảng dạy không tập trung vào chuyên môn .,0,2,train,"['giảng_dạy', 'chuyên_môn']"
"gần gũi , nhiệt tình .",0,2,train,"['gần_gũi', 'nhiệt_tình']"
giảng dạy tập trung .,0,2,train,['giảng_dạy']
bài tập thầy ra hơi khó .,1,0,train,"['bài_tập', 'thầy', 'hơi']"
giảng viên giảng và chiếu slide đôi khi nhanh nên chậm lại .,0,0,train,"['giảng_viên', 'giảng', 'chiếu', 'slide', 'đôi_khi', 'chậm']"
"tạo nhiều điều kiện để học sinh lấy điểm cộng , giáo án ngắn gọn , dễ hiểu .",0,2,train,"['học_sinh', 'cộng', 'giáo_án', 'ngắn_gọn']"
"thầy rất vui tính , nhiệt tình giải đáp các thắc mắc của sinh viên !",0,2,train,"['thầy', 'vui_tính', 'nhiệt_tình', 'giải_đáp', 'thắc_mắc', 'sinh_viên']"
ít bài tập nâng cao .,1,0,train,"['bài_tập', 'nâng']"
dễ tiếp cận kiến thức .,0,2,train,"['tiếp_cận', 'kiến_thức']"
"hiện có quá nhiều kiến thức , quá rộng , không tập trung chuyên sâu nên gây khó khăn trong tiếp thu .",1,0,train,"['hiện', 'kiến_thức', 'rộng', 'chuyên_sâu', 'tiếp_thu']"
thầy dạy dễ hiểu và rõ ràng .,0,2,train,"['thầy', 'dạy', 'rõ_ràng']"
"thầy giảng dạy rất tận tâm , có khả năng truyền đạt tốt , sử dụng giờ lên lớp hiệu quả .",0,2,train,"['thầy', 'giảng_dạy', 'tận_tâm', 'khả_năng', 'truyền_đạt', 'lên_lớp', 'hiệu_quả']"
thầy cho nhiều bài tập hay .,0,2,train,"['thầy', 'bài_tập']"
"cô nói nhanh quá , em nghe không kịp .",0,0,train,['kịp']
cải thiện cơ sở vật chất và thiết bị dạy học .,2,0,train,"['cải_thiện', 'cơ_sở', 'vật_chất', 'thiết_bị', 'dạy_học']"
"năng nổ , nhiệt tình chỉ bảo .",0,2,train,"['năng_nổ', 'nhiệt_tình', 'chỉ_bảo']"
cô dạy truyền cảm .,0,2,train,"['dạy', 'truyền_cảm']"
thầy nhiệt tình tới nỗi mỗi lần xong tiết học áo thấy đều ướt đẫm mồ hôi .,0,2,train,"['thầy', 'nhiệt_tình', 'nỗi', 'xong', 'tiết', 'học', 'áo', 'ướt_đẫm', 'mồ_hôi']"
do chỉ mới được học thầy nhiệm trong 2 tuần cuối nên em không có đủ thời gian tiếp súc để đưa ra đánh giá cho khảo sát trên .,0,1,train,"['học', 'thầy', 'nhiệm', '2', 'tuần', 'tiếp_súc', 'khảo_sát']"
"giảng sinh động hơn , giao tiếp với sinh viên bằng tiếng anh thay vì đa phần là tiếng việt .",0,0,train,"['giảng', 'sinh_động', 'giao_tiếp', 'sinh_viên', 'tiếng', 'thay_vì', 'đa_phần', 'tiếng', 'việt']"
rất nhiệt tình và có trách nhiệm .,0,2,train,"['nhiệt_tình', 'trách_nhiệm']"
thầy sửa bài còn chưa kỹ .,0,0,train,"['thầy', 'sửa', 'kỹ']"
truyền đạt hơi kém .,0,0,train,"['truyền_đạt', 'hơi', 'kém']"
"nên bổ sung phần xây dựng kiến trúc game , tiếp xúc vơi các kiến trúc game phổ biến hiện nay .",1,0,train,"['bổ_sung', 'xây_dựng', 'kiến_trúc', 'game', 'tiếp_xúc', 'vơi', 'kiến_trúc', 'game', 'phổ_biến']"
giảng viên nên dạy lâu hơn mỗi buổi học .,0,0,train,"['giảng_viên', 'dạy', 'học']"
nếu không thì buổi học toán nào 3 tiết cũng thành 5 tiết .,0,0,train,"['học', 'toán', '3', 'tiết', 'thành', '5', 'tiết']"
em không thích học môn này .,1,0,train,"['học', 'môn']"
nhiều buổi giá viên lên lớp không đúng giờ .,0,0,train,"['giá', 'viên', 'lên_lớp']"
"thầy wzjwz299 rất tận tâm , nhiệt tình !",0,2,train,"['thầy', 'wzjwz299', 'tận_tâm', 'nhiệt_tình']"
không thể hài lòng .,3,0,train,['hài_lòng']
giảng viên nên nói lớn hơn .,0,0,train,['giảng_viên']
mọi thứ đều tốt và giảng dạy dễ hiểu .,0,2,train,['giảng_dạy']
giải thích thuật toán hơi nhanh .,0,0,train,"['giải_thích', 'thuật_toán', 'hơi']"
phòng máy giật và hay bị đứng mặc dù cấu hình cao .,2,0,train,"['phòng', 'máy', 'giật', 'đứng', 'mặc_dù', 'cấu_hình']"
"thầy ra nhiều bài tập , sửa chữa lỗi , dạy dễ hiểu .",0,2,train,"['thầy', 'bài_tập', 'sửa_chữa', 'lỗi', 'dạy']"
vui tính hòa đồng với sinh viên .,0,2,train,"['vui_tính', 'hòa', 'đồng', 'sinh_viên']"
"cách truyền đạt dễ hiểu , liên hệ với thực tế .",0,2,train,"['truyền_đạt', 'liên_hệ']"
"thầy dạy nhiệt tình , cung cấp một số kiến thức bổ ích cho sinh viên .",0,2,train,"['thầy', 'dạy', 'nhiệt_tình', 'cung_cấp', 'kiến_thức', 'bổ_ích', 'sinh_viên']"
phần thuyết trình của từng nhóm rất vui và bổ ích .,1,2,train,"['thuyết_trình', 'vui', 'bổ_ích']"
còn nhanh .,0,0,train,[]
giảng viên chưa cung cấp đầy đủ đề cương môn học .,0,0,train,"['giảng_viên', 'cung_cấp', 'đầy_đủ', 'đề_cương', 'môn_học']"
"giảng viên có khả năng truyền đạt tốt , nhiệt tình , tận tâm .",0,2,train,"['giảng_viên', 'khả_năng', 'truyền_đạt', 'nhiệt_tình', 'tận_tâm']"
giảng viên thân thiện .,0,2,train,"['giảng_viên', 'thân_thiện']"
